url,warc_filename,warc_record_offset,warc_record_length
http://e4c.com/Jan19feed/NBAer_fears_for_life_if_he_played_game_in_London_news.htm,crawl-data/CC-MAIN-2019-04/segments/1547583884996.76/warc/CC-MAIN-20190123023710-20190123045710-00021.warc.gz,65898791,1801
http://e4c.com/Jan19feed/Report_94M_NBAer_to_leave_team_indefinitely_news.htm,crawl-data/CC-MAIN-2019-04/segments/1547583722261.60/warc/CC-MAIN-20190120143527-20190120165527-00571.warc.gz,72573551,1770
https://www.houstonchronicle.com/news/article/Former-NBA-player-leaps-into-new-game-as-an-10416278.php,crawl-data/CC-MAIN-2019-04/segments/1547584332824.92/warc/CC-MAIN-20190123130602-20190123152602-00620.warc.gz,810409737,21540
http://e4c.com/Jan19feed/Surprise_NBA_teams_that_will_make_playoffs_news.htm,crawl-data/CC-MAIN-2019-04/segments/1547583658844.27/warc/CC-MAIN-20190117062012-20190117084012-00055.warc.gz,68569351,1711
http://e4c.com/Jan19feed/Young_playerkiller_may_ruin_NBA_team__news.htm,crawl-data/CC-MAIN-2019-04/segments/1547583884996.76/warc/CC-MAIN-20190123023710-20190123045710-00145.warc.gz,63297813,1768
http://e4c.com/Jan19feed/Youngplayer_killer_may_ruin_NBA_team__news.htm,crawl-data/CC-MAIN-2019-04/segments/1547583792338.50/warc/CC-MAIN-20190121111139-20190121133139-00559.warc.gz,69448795,1763
https://www.houstonchronicle.com/news/houston-texas/houston/article/Son-of-NBA-legend-Moses-Malone-testifies-he-was-12405421.php,crawl-data/CC-MAIN-2019-04/segments/1547583659944.3/warc/CC-MAIN-20190118070121-20190118092121-00527.warc.gz,813803080,18486
http://www.adriatic-challenge.com/Login?returnurl=%2Fother%2Fnews%2FID%2F133%2F10th-ROUND-PALAGRUZA-CANNONBALL-RPC-2017,crawl-data/CC-MAIN-2019-04/segments/1547583831770.96/warc/CC-MAIN-20190122074945-20190122100945-00601.warc.gz,248229255,7776
https://www.granitefallsnews.com/x50632068/Around-the-NBA-Cavs-mixing-things-up-against-Detroit,crawl-data/CC-MAIN-2019-04/segments/1547583857913.57/warc/CC-MAIN-20190122140606-20190122162606-00479.warc.gz,811199913,16511
https://www.kitplus.com/news/NBA_and_SENSIO_to_feature_first_NBA_All-Star_in_3D_for_international_fans/1791.html,crawl-data/CC-MAIN-2019-04/segments/1547583659063.33/warc/CC-MAIN-20190117184304-20190117210304-00345.warc.gz,865190197,64738
https://www.kitplus.com/news/XL_Video_Get_Their_Game_On_for_NBA__Pre-Season_Meet_in_Manchester/8137.html,crawl-data/CC-MAIN-2019-04/segments/1547583705091.62/warc/CC-MAIN-20190120082608-20190120104608-00613.warc.gz,836923635,71840
https://newsexpressngr.com/news/36321-Corruption-Bayelsa-Govt-NBA-decry-continued-closure-of-Federal-High-Court-and-Industrial-Court,crawl-data/CC-MAIN-2019-04/segments/1547583831770.96/warc/CC-MAIN-20190122074945-20190122100945-00539.warc.gz,583707345,11361
https://newsexpressngr.com/news/59173--Okowa-congratulates-Paul-Usoro-on-his-emergence-as-NBA-President,crawl-data/CC-MAIN-2019-04/segments/1547584547882.77/warc/CC-MAIN-20190124121622-20190124143622-00636.warc.gz,597391811,10778
https://www.nbcwashington.com/news/national-international/NBA-Agent-Dan-Fegan-Killed-in-Colorado-Crash-475107513.html,crawl-data/CC-MAIN-2019-04/segments/1547583660070.15/warc/CC-MAIN-20190118110804-20190118132804-00602.warc.gz,899198171,23844
https://www.nbcwashington.com/news/national-international/NBA-Setting-Up-Hotline-to-Report-Misconduct-Work-Concerns-474915143.html,crawl-data/CC-MAIN-2019-04/segments/1547583659417.14/warc/CC-MAIN-20190117224929-20190118010929-00143.warc.gz,885384155,24517
https://www.nbcwashington.com/news/national-international/NBA-Teams-Play-Negro-National-Anthem-at-Games-475485593.html,crawl-data/CC-MAIN-2019-04/segments/1547583739170.35/warc/CC-MAIN-20190120204649-20190120230649-00136.warc.gz,868887867,24188
https://www.nbcwashington.com/news/sports/Lakers-Storm-Back-from-13-Down-to-Win-NBA-Ttitle-96627584.html,crawl-data/CC-MAIN-2019-04/segments/1547583662690.13/warc/CC-MAIN-20190119054606-20190119080606-00570.warc.gz,879557123,23292
https://www.nbcwashington.com/news/sports/Mystics-Guard-Calls-Out-Restaurant-for-Refusing-to-Show-WNBA-Championships-493010381.html,crawl-data/CC-MAIN-2019-04/segments/1547583730728.68/warc/CC-MAIN-20190120184253-20190120210253-00486.warc.gz,876432956,24233
https://www.readwhere.com/newspaper/jnanbarta/JNANBARTA-SADHANMARG/issues/8615,crawl-data/CC-MAIN-2019-04/segments/1547583661083.46/warc/CC-MAIN-20190119014031-20190119040031-00566.warc.gz,915435021,16278
https://www.post-gazette.com/news/obituaries/2012/05/17/Obituary-Kenneth-Samuel-Hudson-First-black-full-time-NBA-referee/stories/201205170273,crawl-data/CC-MAIN-2019-04/segments/1547583658844.27/warc/CC-MAIN-20190117062012-20190117084012-00003.warc.gz,916359047,18418
https://apnews.com/pr-NBA,crawl-data/CC-MAIN-2019-04/segments/1547583657097.39/warc/CC-MAIN-20190116073323-20190116095323-00300.warc.gz,447824432,21035
http://anatoliaturknews.com/ENG/Detail/NBA-Star-Kanter-Changes-Surname-To-Gulen-Says-%E2%80%98Id-Die-For-Him/17047,crawl-data/CC-MAIN-2019-04/segments/1547583658844.27/warc/CC-MAIN-20190117062012-20190117084012-00234.warc.gz,12390786,8155
https://blueskynews.aero/issue-493/JETNET-demonstrating-new-features-at-2019-NBAA-SD-Conference.html,crawl-data/CC-MAIN-2019-04/segments/1547583730728.68/warc/CC-MAIN-20190120184253-20190120210253-00152.warc.gz,441775426,5189
https://blueskynews.aero/issue-493/Universal-Chairman-Greg-Evans-awarded-NBAA-Silk-Scarf-Award.html,crawl-data/CC-MAIN-2019-04/segments/1547583730728.68/warc/CC-MAIN-20190120184253-20190120210253-00245.warc.gz,442186265,4613
https://streampress.com/news/itemlist/tag/NBA.html,crawl-data/CC-MAIN-2019-04/segments/1547583850393.61/warc/CC-MAIN-20190122120040-20190122142040-00076.warc.gz,676087220,14047
https://www.thetelegraph.com/news/article/SIUE-s-NBA-Math-Hoops-camp-combines-learning-12573657.php,crawl-data/CC-MAIN-2019-04/segments/1547583659340.1/warc/CC-MAIN-20190117204652-20190117230652-00283.warc.gz,980391070,19856
http://www.107thebull.com/NBA_Sports_news,crawl-data/CC-MAIN-2019-04/segments/1547583755653.69/warc/CC-MAIN-20190121025613-20190121051613-00313.warc.gz,245554236,5909
http://shoephoric.com/news-RELEASE-1731-Nike-Air-Force-1-X-Supreme-NBA-,crawl-data/CC-MAIN-2019-04/segments/1547583660818.25/warc/CC-MAIN-20190118213433-20190118235433-00078.warc.gz,208662089,5862
https://www.ceoexpress.com/rss/rsscenterfull.aspx?tab=nc&kw1=NBA&kw2=Episode&newsid=23,crawl-data/CC-MAIN-2019-04/segments/1547583662690.13/warc/CC-MAIN-20190119054606-20190119080606-00562.warc.gz,766941172,9284
https://www.ceoexpress.com/rss/rsscenterfull.aspx?tab=nc&kw1=NBA&kw2=questions&newsid=23,crawl-data/CC-MAIN-2019-04/segments/1547583662690.13/warc/CC-MAIN-20190119054606-20190119080606-00356.warc.gz,734032724,9278
https://www.ceoexpress.com/rss/rsscenterfull.aspx?tab=nc&kw1=NBA&kw2=team&newsid=23,crawl-data/CC-MAIN-2019-04/segments/1547583656897.10/warc/CC-MAIN-20190116052151-20190116074151-00506.warc.gz,713114211,9215
https://www.ceoexpress.com/rss/rsscenterfull.aspx?tab=nc&kw1=NBA&kw2=Who&newsid=23,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00565.warc.gz,741762513,9582
https://www.ceoexpress.com/rss/rsscenterfull.aspx?tab=nc&kw1=NBA&newsid=23,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00596.warc.gz,738905806,10133
https://www.ceoexpress.com/rss/rsscenterfull.aspx?tab=nc&kw1=season&kw2=NBA&newsid=23,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00096.warc.gz,743006873,9578
https://www.destructoid.com/products_detail.phtml?p=NBA+2K13&c=news,crawl-data/CC-MAIN-2019-04/segments/1547583722261.60/warc/CC-MAIN-20190120143527-20190120165527-00536.warc.gz,753305302,23347
https://www.destructoid.com/products_detail.phtml?p=NBA+JAM%3A+On+Fire+Edition&c=news,crawl-data/CC-MAIN-2019-04/segments/1547583814455.32/warc/CC-MAIN-20190121213506-20190121235506-00460.warc.gz,768220395,23949
https://www.destructoid.com/products_detail.phtml?p=NBA+Live+14&c=news,crawl-data/CC-MAIN-2019-04/segments/1547583656577.40/warc/CC-MAIN-20190116011131-20190116033131-00241.warc.gz,758067980,24058
https://www.destructoid.com/products_detail.phtml?p=NBA+Live+14&c=news,crawl-data/CC-MAIN-2019-04/segments/1547584519382.88/warc/CC-MAIN-20190124055924-20190124081924-00241.warc.gz,764851473,24455
https://www.avweb.com/avwebflash/news/NBAA-Launches-New-Mentoring-Program-230157-1.html,crawl-data/CC-MAIN-2019-04/segments/1547583658988.30/warc/CC-MAIN-20190117143601-20190117165601-00090.warc.gz,739824310,12967
https://www.avweb.com/avwebflash/news/NBAA_convention_industry_trend_business_jet_market_203494-1.html,crawl-data/CC-MAIN-2019-04/segments/1547583656530.8/warc/CC-MAIN-20190115225438-20190116011438-00575.warc.gz,737008673,13078
https://www.avweb.com/avwebflash/news/UAS-at-NBAA-US-is-Falling-Behind-222974-1.html,crawl-data/CC-MAIN-2019-04/segments/1547583658988.30/warc/CC-MAIN-20190117143601-20190117165601-00063.warc.gz,731050416,12859
https://rssnewshub.com/tag/NBA%20Northwest,crawl-data/CC-MAIN-2019-04/segments/1547583659654.11/warc/CC-MAIN-20190118005216-20190118031216-00621.warc.gz,621564303,6423
http://www.bentoneveningnews.com/topics/NBA/,crawl-data/CC-MAIN-2019-04/segments/1547583700734.43/warc/CC-MAIN-20190120062400-20190120084400-00604.warc.gz,260731278,8997
http://www.bentoneveningnews.com/topics/WNBA/,crawl-data/CC-MAIN-2019-04/segments/1547583660258.36/warc/CC-MAIN-20190118172438-20190118194438-00575.warc.gz,255667136,9005
https://www.si.com/nba/2017/02/01/NBA-rumors-trade-deadline-news-deals-contracts,crawl-data/CC-MAIN-2019-04/segments/1547583826240.93/warc/CC-MAIN-20190122034213-20190122060213-00305.warc.gz,917630701,72395
https://uk.reuters.com/business/stocks/company-news/INBA.NS,crawl-data/CC-MAIN-2019-04/segments/1547583897417.81/warc/CC-MAIN-20190123044447-20190123070447-00182.warc.gz,660310978,29291
http://www.wineanddinebcnews.ca/book/fgTNBAAAQBAJ/Exit-Row,crawl-data/CC-MAIN-2019-04/segments/1547583743003.91/warc/CC-MAIN-20190120224955-20190121010955-00473.warc.gz,417338718,11214
http://stats.daytondailynews.com/nba/recap.asp?lg=NBA&g=2018101916&ref=hea&tm=&src=,crawl-data/CC-MAIN-2019-04/segments/1547583700734.43/warc/CC-MAIN-20190120062400-20190120084400-00612.warc.gz,209725530,32640
https://www.airbushelicoptersinc.com/news_press-release/2018/Airbus-Helicopters-to-display-market-leading-private-and-business-helicopters-at-NBAA-2018.asp,crawl-data/CC-MAIN-2019-04/segments/1547583730728.68/warc/CC-MAIN-20190120184253-20190120210253-00056.warc.gz,700202617,9499
https://www.kansascity.com/news/local/article325958/Reports-NBA-player-Lamar-Odom-missing.html,crawl-data/CC-MAIN-2019-04/segments/1547583822341.72/warc/CC-MAIN-20190121233709-20190122015709-00129.warc.gz,848545233,18783
http://www.cannanews.buzz/single-post/2017/06/15/NCIA-Show-Upstages-NBA-Finals,crawl-data/CC-MAIN-2019-04/segments/1547583684033.26/warc/CC-MAIN-20190119221320-20190120003320-00131.warc.gz,271903221,23092
https://www.highdefdigest.com/news/show/PS4/Xbox_One/HD_Deals/HDD_Gaming_Deal_of_the_Week_3_Next-Gen_Call_of_Duty_FIFA_14_Assassins_Creed_IV_Battlefield_4_NBA_Live_14_Need_for_Speed_Rivals_and_LEGO_Marvel_Super_Hours/13193,crawl-data/CC-MAIN-2019-04/segments/1547583657097.39/warc/CC-MAIN-20190116073323-20190116095323-00247.warc.gz,849082747,9691
http://www.heraldnews.com/x1196577951/Around-the-NBA-Obsessed-with-Knicks-future,crawl-data/CC-MAIN-2019-04/segments/1547583690495.59/warc/CC-MAIN-20190120021730-20190120043730-00104.warc.gz,313185591,18326
https://www.dealnews.com/2-Spalding-NBA-Velocity-Composite-Basketballs-for-30-free-shipping/17764889.html,crawl-data/CC-MAIN-2019-04/segments/1547583857913.57/warc/CC-MAIN-20190122140606-20190122162606-00322.warc.gz,734214356,170911
http://www.internetnews.com/ec-news/article.php/2193191/Amazon+to+Power+Online+Sales+for+NBA.htm,crawl-data/CC-MAIN-2019-04/segments/1547584520525.90/warc/CC-MAIN-20190124100934-20190124122934-00177.warc.gz,317529454,11353
http://holabuzz.com/index.php/news/82847/Sports/october-18-2018/NBA+round-up%3A+Pelicans+beat+Rockets,crawl-data/CC-MAIN-2019-04/segments/1547583662690.13/warc/CC-MAIN-20190119054606-20190119080606-00202.warc.gz,102163010,6878
http://holabuzz.com/index.php/news/91457/Sports/january-12-2019/Wade+shown+respect+on+NBA+farewell+tour,crawl-data/CC-MAIN-2019-04/segments/1547583658662.31/warc/CC-MAIN-20190117000104-20190117022104-00330.warc.gz,105285110,15143
https://www.hollywoodreporter.com/news/amc-theatres-names-nba-owner-848630?utm_source=AOL&amp;utm_campaign=Syndication&amp;utm_medium=AMC+Theatres+Names+Former+NBA+Owner+as+New+CEO,crawl-data/CC-MAIN-2019-04/segments/1547583804001.73/warc/CC-MAIN-20190121172846-20190121194846-00065.warc.gz,827278073,15412
http://www.jamaicaobserver.com/latestnews/Ex-wife_of_NBA_player_charged_with_2010_murder?profile=0,crawl-data/CC-MAIN-2019-04/segments/1547583745010.63/warc/CC-MAIN-20190121005305-20190121031305-00215.warc.gz,341561463,17791
http://live.dailynews.com/Event/Live_Updates_for_the_2016_NBA_Draft?Page=0,crawl-data/CC-MAIN-2019-04/segments/1547583660020.5/warc/CC-MAIN-20190118090507-20190118112507-00024.warc.gz,142982794,31374
https://www.onlinegameshop.com/news/2017-New-Orleans-NBA-All-Star-voting-officially-began,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00618.warc.gz,860076429,14216
https://www.onlinegameshop.com/news/2K17-NBA-confirmed-landing-Pro-PS4-to-enhance-anti-aliasing,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00472.warc.gz,900368651,13169
https://www.onlinegameshop.com/news/2K17-NBA-does-not-necessarily-come-forward-to-clarify-the-landing-2K-Switch,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00103.warc.gz,870569404,13247
https://www.onlinegameshop.com/news/NBA-Live-mobile-version-of-the-use-of-3D-modeling-technology-is-the-mainstream-in-the-picture,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00505.warc.gz,886823436,14153
https://www.onlinegameshop.com/news/NBA2K17-air-and-space-to-cut-inside-the-tactical-Raiders,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00037.warc.gz,875018728,13595
https://www.onlinegameshop.com/news/NBA2K17-spokesman-Kobe-Bryant-announced-the-Mamba-Trailer-ended,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00535.warc.gz,889487223,13750
https://www.onlinegameshop.com/news/NBA2K17-three-file-update-content,crawl-data/CC-MAIN-2019-04/segments/1547583671342.16/warc/CC-MAIN-20190119160425-20190119182425-00564.warc.gz,883714389,13778
https://www.nhregister.com/news/article/BASKETBALL-Former-NBA-player-Tharon-Mayes-serves-11521097.php,crawl-data/CC-MAIN-2019-04/segments/1547583879117.74/warc/CC-MAIN-20190123003356-20190123025356-00357.warc.gz,852504558,25134
https://www.chron.com/news/article/PRN-The-NBA-is-a-Slam-Dunk-With-Avid-Fans-in-1503316.php,crawl-data/CC-MAIN-2019-04/segments/1547583659063.33/warc/CC-MAIN-20190117184304-20190117210304-00351.warc.gz,734918828,46199
http://websportworld.com/NBA/the-big-5-0-the-philadelphia-daily-news-celebrates-50-years.htm,crawl-data/CC-MAIN-2019-04/segments/1547583657470.23/warc/CC-MAIN-20190116113941-20190116135941-00499.warc.gz,247453569,11492
https://www.caller.com/story/news/local/2018/11/01/500-endangered-whooping-cranes-have-begun-arriving-south-texas/1811317002/?fbclid=IwAR0xi9OjIJmMgV20csbUmtsue1Tm0zArkTeGTo0fqBdNBAzxoltmXPXY3Gk,crawl-data/CC-MAIN-2019-04/segments/1547584415432.83/warc/CC-MAIN-20190123213748-20190123235748-00363.warc.gz,723806824,47006
https://wnepalnews.blogspot.com/search/label/NBA%20Championship,crawl-data/CC-MAIN-2019-04/segments/1547583875448.71/warc/CC-MAIN-20190122223011-20190123005011-00003.warc.gz,673275915,76050
http://www.financialcenter.com/home.php?url=http%3A%2F%2Fsports.espn.go.com%2Fespn%2Frss%2Fnba%2Fnews&icon=http%3A%2F%2Fwww.financialcenter.com%2Fv2%2Fimages%2Ffavicon%2Fespn.ico&title=NBA,crawl-data/CC-MAIN-2019-04/segments/1547583657867.24/warc/CC-MAIN-20190116195543-20190116221543-00117.warc.gz,297506219,21883
https://www.deseretnews.com/article/10536/STEINBACHS-HEROICS-LIFT-AL-TO-WIN.html,crawl-data/CC-MAIN-2019-04/segments/1547583743003.91/warc/CC-MAIN-20190120224955-20190121010955-00363.warc.gz,763696690,23457
https://www.deseretnews.com/article/1102/NUGGETS-GREAT-MARCH-SHOWING-HELPS-NBA-OFFICE-AVOID-DILEMMA.html,crawl-data/CC-MAIN-2019-04/segments/1547583657907.79/warc/CC-MAIN-20190116215800-20190117001800-00592.warc.gz,744500025,22681
https://www.australiabasket.com/Northern-Mariana-Islands/news/76633/Former-NBA-player-to-hold-free-basketball-youth-camp,crawl-data/CC-MAIN-2019-04/segments/1547583658928.22/warc/CC-MAIN-20190117102635-20190117124635-00473.warc.gz,714310987,26741
https://www.deseretnews.com/article/129314/TOOLSON-MUNK-EACH-POSSESS-SOMETHING-THE-NBAS-BIG-ON.html,crawl-data/CC-MAIN-2019-04/segments/1547583659677.17/warc/CC-MAIN-20190118025529-20190118051529-00041.warc.gz,775900972,22872
https://www.deseretnews.com/article/1349/NOW-ITS-MALONES-TURN-TO-BE-NBA-PLAYER-OF-THE-MONTH.html,crawl-data/CC-MAIN-2019-04/segments/1547584336901.97/warc/CC-MAIN-20190123172047-20190123194047-00534.warc.gz,787502162,21537
https://www.deseretnews.com/article/13881/OLYMPIANS-BEAT-NBA-STARS-AFTER-SCOREBOARD-FALLS.html,crawl-data/CC-MAIN-2019-04/segments/1547583661083.46/warc/CC-MAIN-20190119014031-20190119040031-00050.warc.gz,784832260,20007
https://www.deseretnews.com/article/15392/NBA-WAIVERS-FINAL-HURDLE-IN-TURPIN-DEAL.html,crawl-data/CC-MAIN-2019-04/segments/1547583879117.74/warc/CC-MAIN-20190123003356-20190123025356-00238.warc.gz,754536680,21033
https://www.deseretnews.com/article/156067/TECHS-ANDERSON-TO-ENTER-NBA-DRAFT.html,crawl-data/CC-MAIN-2019-04/segments/1547583657555.87/warc/CC-MAIN-20190116154927-20190116180927-00325.warc.gz,763441175,21056
https://goterriers.com/news/2016/4/12/Holland_11_Signs_with_the_Celtics_in_Time_for_NBA_Playoff_Run.aspx,crawl-data/CC-MAIN-2019-04/segments/1547583668324.55/warc/CC-MAIN-20190119135934-20190119161934-00460.warc.gz,519275092,31604
https://www.deseretnews.com/article/23590/NBA-FINES-3-PLAYERS.html,crawl-data/CC-MAIN-2019-04/segments/1547583835626.56/warc/CC-MAIN-20190122095409-20190122121409-00148.warc.gz,755944682,20163
https://www.deseretnews.com/article/24307/JORDAN-NAMED-NBAS-PLAYER-OF-THE-WEEK.html,crawl-data/CC-MAIN-2019-04/segments/1547583875448.71/warc/CC-MAIN-20190122223011-20190123005011-00355.warc.gz,751569085,20179
http://www.breakinglegalnews.com/entry/Another-guilty-plea-in-NBA-referee-betting-scandal,crawl-data/CC-MAIN-2019-04/segments/1547583705737.21/warc/CC-MAIN-20190120102853-20190120124853-00623.warc.gz,277084083,9097
https://www.deseretnews.com/article/27297/THOMPSON-ENTERS-NBAS-DRUG--ALCOHOL-REHAB-PROGRAM.html,crawl-data/CC-MAIN-2019-04/segments/1547583659056.44/warc/CC-MAIN-20190117163938-20190117185938-00314.warc.gz,827250912,20794
https://www.deseretnews.com/article/2757/STOCKTON-SETS-NBA-ASSIST-RECORD-AND-NETS-A-CAREER-HIGH-27-POINTS.html,crawl-data/CC-MAIN-2019-04/segments/1547583857993.67/warc/CC-MAIN-20190122161345-20190122183345-00422.warc.gz,748233163,20428
https://www.deseretnews.com/article/27655/METZENBAUM-GIVES-50000-TO-MANAGER.html,crawl-data/CC-MAIN-2019-04/segments/1547583831770.96/warc/CC-MAIN-20190122074945-20190122100945-00261.warc.gz,780356461,20954
http://www.greece.com/news/29558/Get_Ready_for_Greek_Freak_Week_With_NBA_AllStar_Giannis_Antetokounmpo_in_NY.html,crawl-data/CC-MAIN-2019-04/segments/1547583656897.10/warc/CC-MAIN-20190116052151-20190116074151-00232.warc.gz,302618577,12244
https://www.deseretnews.com/article/27765/IS-THE-NBA-GLAMOROUS-TRY-3-DAYS-IN-CLEVELAND.html,crawl-data/CC-MAIN-2019-04/segments/1547583657555.87/warc/CC-MAIN-20190116154927-20190116180927-00091.warc.gz,782756581,22320
https://www.deseretnews.com/article/37761/THE-LATEST-UP-TO-THE-MINUTE-LOOK-AT-NBA-POSTSEASON-AWARDS.html,crawl-data/CC-MAIN-2019-04/segments/1547583763839.28/warc/CC-MAIN-20190121070334-20190121092334-00500.warc.gz,767232956,22947
https://www.deseretnews.com/article/40248/INDIANAS-EDWARDS-SAYS-HE-WILL-ENTER-NBA-DRAFT.html,crawl-data/CC-MAIN-2019-04/segments/1547583857993.67/warc/CC-MAIN-20190122161345-20190122183345-00148.warc.gz,772329543,20651
https://www.deseretnews.com/article/404168/35-NBA-REFS-UNDER-INVESTIGATION-BY-IRS-FOR-TRAVEL-EXPENSE-SCAM.html,crawl-data/CC-MAIN-2019-04/segments/1547583658901.41/warc/CC-MAIN-20190117082302-20190117104302-00023.warc.gz,765720861,20671
https://www.deseretnews.com/article/43813/ODDS-ARE-AGAINST-THE-MAILMAN-WINNING-NBAS-MVP-AWARD.html,crawl-data/CC-MAIN-2019-04/segments/1547583661083.46/warc/CC-MAIN-20190119014031-20190119040031-00391.warc.gz,783201529,21013
https://www.deseretnews.com/article/44631/NBA-HONORS-RICHMOND-AS-TOP-ROOKIE.html,crawl-data/CC-MAIN-2019-04/segments/1547583763149.45/warc/CC-MAIN-20190121050026-20190121072026-00444.warc.gz,772024295,20219
https://www.deseretnews.com/article/44851/RICHMOND-NAMED-NBAS-BEST-ROOKIE.html,crawl-data/CC-MAIN-2019-04/segments/1547583662863.53/warc/CC-MAIN-20190119074836-20190119100836-00395.warc.gz,751298486,19944
https://www.deseretnews.com/article/45806/2-TEAMS-WILL-BE-OUT-OF-NBA-PLAYOFFS-TODAY.html,crawl-data/CC-MAIN-2019-04/segments/1547583659677.17/warc/CC-MAIN-20190118025529-20190118051529-00100.warc.gz,810957477,21541
https://www.deseretnews.com/article/5281/HOT-ROD-RECALLS-HIS-DAYS-IN-NBA--EARNING-10000.html,crawl-data/CC-MAIN-2019-04/segments/1547583857993.67/warc/CC-MAIN-20190122161345-20190122183345-00220.warc.gz,752786200,22215
http://codenewsfast.com/cnf/pgTrainingWord/0/RAUTENBACH,crawl-data/CC-MAIN-2019-04/segments/1547583705091.62/warc/CC-MAIN-20190120082608-20190120104608-00555.warc.gz,51974354,3488
https://www.deseretnews.com/article/595107036/NBA-suspends-Pacers-Artest-for-rest-of-season.html,crawl-data/CC-MAIN-2019-04/segments/1547583667907.49/warc/CC-MAIN-20190119115530-20190119141530-00204.warc.gz,766099185,23729
